fold,test_subject,test_subjects,val_subjects,best_epoch,best_train_acc,best_val_acc,best_val_loss,epoch_accuracy,epoch_precision,epoch_recall,epoch_f1,epoch_roc_auc
1,315_999,"315,999",368,5,0.7783472133247918,0.9842932224273682,0.1719237118959427,0.46365914786967416,0.4691358024691358,0.5728643216080402,0.5158371040723982,0.4924874371859297
2,421_463,"421,463",401,1,0.6414141414141414,0.5384615659713745,0.6997328400611877,0.5276381909547738,0.5215686274509804,0.6683417085427136,0.5859030837004405,0.5461478245498851
3,346_444,"346,444",999,1,0.6078557630392788,0.4650000035762787,0.7500943541526794,0.5653266331658291,0.5324675324675324,0.8497409326424871,0.654690618762475,0.7516744597497789
4,311_342,"311,342",401,28,0.9104665825977302,0.6982248425483704,0.7157876491546631,0.7373737373737373,0.6632653061224489,0.975,0.7894736842105263,0.541045918367347
5,340_368_401,"340,368,401",311,46,0.905823148813803,0.8899999856948853,0.3090960383415222,0.5625,0.5497076023391813,0.6738351254480287,0.605475040257649,0.592635110141711
