fold,test_subject,test_subjects,val_subjects,best_epoch,best_train_acc,best_val_acc,best_val_loss,epoch_accuracy,epoch_precision,epoch_recall,epoch_f1,epoch_roc_auc,model_name,result_dir
1,311,311,"421,368",159,0.7144686299615877,0.6658097505569458,0.6222971677780151,0.545,0.5279503105590062,0.85,0.6513409961685823,0.6698,Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\raw_eegnetlike
2,315,315,"421,340",2,0.5160875160875161,0.5603014826774597,0.6879363656044006,0.4874371859296482,0.4913294797687861,0.8585858585858586,0.625,0.6053535353535354,Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\raw_eegnetlike
3,340,340,"463,401",4,0.6093552465233881,0.574525773525238,0.6906270980834961,0.44,0.4538461538461538,0.59,0.5130434782608696,0.381,Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\raw_eegnetlike
4,342,342,"999,368",93,0.7762148337595908,0.6905370950698853,0.6140206456184387,0.413265306122449,0.4444444444444444,0.6,0.5106382978723404,0.4026041666666666,Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\raw_eegnetlike
5,346,346,"311,444",1,0.527366387636832,0.6274999976158142,0.6654872894287109,0.5454545454545454,0.5107913669064749,0.7634408602150538,0.6120689655172413,0.6089093701996928,Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\raw_eegnetlike
6,368,368,"342,315",1,0.5118210862619809,0.5316455960273743,0.6997564435005188,0.581151832460733,0.6041666666666666,0.58,0.5918367346938775,0.5856043956043956,Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\raw_eegnetlike
7,401,401,"311,342",59,0.6311475409836066,0.5858585834503174,0.6785078048706055,0.4911242603550296,0.4556962025316455,0.4556962025316455,0.4556962025316455,0.5372714486638537,Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\raw_eegnetlike
8,421,421,"444,999",67,0.6458467482292337,0.5950000286102295,0.6695795655250549,0.5707070707070707,0.5777777777777777,0.5252525252525253,0.5502645502645502,0.6115702479338843,Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\raw_eegnetlike
9,444,444,"342,999",50,0.6643086816720257,0.5631313323974609,0.6788350343704224,0.575,0.5842696629213483,0.52,0.5502645502645502,0.5603,Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\raw_eegnetlike
10,463,463,"401,444",43,0.6517067003792667,0.6205962300300598,0.6590838432312012,0.535,0.52046783625731,0.89,0.6568265682656826,0.5454,Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\raw_eegnetlike
11,999,999,"401,311",179,0.6706700379266751,0.574525773525238,0.6687031984329224,0.525,0.5159235668789809,0.81,0.6303501945525292,0.5495,Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\raw_eegnetlike
1,311,311,"421,368",105,0.6248399487836107,0.6658097505569458,0.6384947299957275,0.715,0.8771929824561403,0.5,0.6369426751592356,0.9219,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\features1d_cnn
2,315,315,"421,340",1,0.5418275418275418,0.5351758599281311,0.7077658772468567,0.4020100502512563,0.3863636363636363,0.3434343434343434,0.3636363636363636,0.3561616161616161,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\features1d_cnn
3,340,340,"463,401",27,0.5973451327433629,0.6151761412620544,0.670940637588501,0.56,0.8333333333333334,0.15,0.2542372881355932,0.7557,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\features1d_cnn
4,342,342,"999,368",119,0.6560102301790282,0.7570332288742065,0.6034615635871887,0.4693877551020408,0.489010989010989,0.89,0.6312056737588653,0.2057291666666666,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\features1d_cnn
5,346,346,"311,444",37,0.7733419188667096,0.8025000095367432,0.4833070635795593,0.3939393939393939,0.4201183431952662,0.7634408602150538,0.5419847328244275,0.2445468509984639,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\features1d_cnn
6,368,368,"342,315",1,0.5156549520766773,0.4556961953639984,0.7174618244171143,0.8010471204188482,0.7384615384615385,0.96,0.8347826086956521,0.9441758241758242,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\features1d_cnn
7,401,401,"311,342",11,0.6027742749054225,0.6792929172515869,0.6684993505477905,0.727810650887574,0.8666666666666667,0.4936708860759494,0.6290322580645161,0.8172995780590717,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\features1d_cnn
8,421,421,"444,999",33,0.7340631036703155,0.625,0.6504824161529541,0.5606060606060606,1.0,0.1212121212121212,0.2162162162162162,0.8326701357004388,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\features1d_cnn
9,444,444,"342,999",1,0.5202572347266881,0.4595959484577179,0.7200523614883423,0.505,0.5058823529411764,0.43,0.4648648648648649,0.5061,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\features1d_cnn
10,463,463,"401,444",48,0.7376738305941846,0.6585366129875183,0.6026905179023743,0.405,0.2432432432432432,0.09,0.1313868613138686,0.3233999999999999,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\features1d_cnn
11,999,999,"401,311",137,0.8584070796460177,0.8102980852127075,0.4694536030292511,0.5,0.0,0.0,0.0,0.5427,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\features1d_cnn
1,311,311,"421,368",22,0.70550576184379,0.7326478362083435,0.5528692603111267,0.905,0.9175257731958762,0.89,0.9035532994923858,0.9811,Features2D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\features2d_cnn
2,315,315,"421,340",1,0.6093951093951094,0.6130653023719788,0.6972362399101257,0.4070351758793969,0.3442622950819672,0.2121212121212121,0.2625,0.3203030303030303,Features2D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-31_065441_LOSO_nvalsubj2\results\features2d_cnn
