fold,test_subject,test_subjects,val_subjects,best_epoch,best_train_acc,best_val_acc,best_val_loss,epoch_accuracy,epoch_precision,epoch_recall,epoch_f1,epoch_roc_auc
1,311,311,401,1,0.5909090909090909,0.5325443744659424,0.7839874625205994,0.945,0.9494949494949495,0.94,0.9447236180904522,0.9857
2,315,315,421,1,0.636830102622577,0.5050504803657532,2.378419876098633,0.32160804020100503,0.25,0.18181818181818182,0.21052631578947367,0.2090909090909091
3,340,340,999,1,0.6310679611650486,0.5649999976158142,0.7138393521308899,0.655,0.746031746031746,0.47,0.5766871165644172,0.8163
4,342,342,401,12,0.9003359462486002,0.6863905191421509,0.6046642065048218,0.5102040816326531,0.5102040816326531,1.0,0.6756756756756757,0.17593750000000002
5,346,346,311,31,0.9224187107815174,0.9800000190734863,0.06543359160423279,0.3939393939393939,0.40816326530612246,0.6451612903225806,0.5,0.3001536098310292
6,368,368,315,1,0.606473594548552,0.5829145908355713,0.697205126285553,0.6596858638743456,0.610062893081761,0.97,0.749034749034749,0.8925274725274726
7,401,401,311,20,0.9410774410774411,0.9750000238418579,0.10486479848623276,0.5502958579881657,0.8,0.05063291139240506,0.09523809523809523,0.6827004219409283
8,421,421,444,38,0.9823160296634341,0.8299999833106995,0.38572829961776733,0.696969696969697,0.7671232876712328,0.5656565656565656,0.6511627906976745,0.7686970717273748
9,444,444,342,1,0.6102564102564103,0.5051020383834839,0.8029236793518066,0.52,0.5102040816326531,1.0,0.6756756756756757,0.8681
10,463,463,999,1,0.6304968589377499,0.5400000214576721,0.7117214798927307,0.45,0.47126436781609193,0.82,0.5985401459854015,0.3586
11,999,999,421,1,0.6463205932686823,0.6767676472663879,0.6299719214439392,0.485,0.4878048780487805,0.6,0.5381165919282511,0.49949999999999994
