stage,command,status,return_code,start_datetime,end_datetime,duration_seconds,duration_minutes
Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\.venv\Scripts\python.exe src/train_eval/run_cnn_eegnetlike.py,SUCCESS,0,2026-08-01 18:51:39,2026-08-01 19:50:15,3515.312885500025,58.588548091667086
Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\.venv\Scripts\python.exe src/train_eval/run_cnn_features1d.py,SUCCESS,0,2026-08-01 19:50:15,2026-08-01 19:51:14,59.00843240018003,0.9834738733363337
Features2D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\.venv\Scripts\python.exe src/train_eval/run_cnn_features2d.py,SUCCESS,0,2026-08-01 19:51:14,2026-08-01 19:52:51,97.54057700000703,1.6256762833334506
Hybrid Raw + Features CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\.venv\Scripts\python.exe src/train_eval/run_cnn_hybrid.py,SUCCESS,0,2026-08-01 19:52:51,2026-08-01 20:54:58,3726.8958105999045,62.11493017666508
Model comparison analysis,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\.venv\Scripts\python.exe src/train_eval/analyze_model_results.py,SUCCESS,0,2026-08-01 20:54:58,2026-08-01 20:55:00,1.9920087000355124,0.033200145000591874
Statistical tests,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\.venv\Scripts\python.exe src/train_eval/run_statistical_tests.py,SUCCESS,0,2026-08-01 20:55:00,2026-08-01 20:55:03,3.486080399947241,0.058101339999120684
