fold,test_subject,test_subjects,val_subjects,best_epoch,best_train_acc,best_val_acc,best_val_loss,epoch_accuracy,epoch_precision,epoch_recall,epoch_f1,epoch_roc_auc,model_name,result_dir
1,311,311,401,1,0.5757575757575758,0.5325443744659424,0.6788472533226013,0.65,0.6102941176470589,0.83,0.7033898305084746,0.6675,Raw EEGNet-like CNN,outputs\results\raw_eegnetlike_loso_nvalsubj1_2026-05-24_141243
2,315,315,421,3,0.6567844925883695,0.6363636255264282,0.6462545394897461,0.628140703517588,0.6050420168067226,0.7272727272727273,0.6605504587155964,0.6808080808080808,Raw EEGNet-like CNN,outputs\results\raw_eegnetlike_loso_nvalsubj1_2026-05-24_141243
3,340,340,999,5,0.7207310108509423,0.6050000190734863,0.6657816171646118,0.395,0.3734939759036144,0.31,0.3387978142076502,0.3854999999999999,Raw EEGNet-like CNN,outputs\results\raw_eegnetlike_loso_nvalsubj1_2026-05-24_141243
4,342,342,401,3,0.6612541993281075,0.6213017702102661,0.6770108342170715,0.5051020408163265,0.5189873417721519,0.41,0.4581005586592179,0.5177083333333333,Raw EEGNet-like CNN,outputs\results\raw_eegnetlike_loso_nvalsubj1_2026-05-24_141243
5,346,346,311,6,0.728465487735311,0.6650000214576721,0.619198739528656,0.5555555555555556,0.5161290322580645,0.8602150537634409,0.6451612903225806,0.6099334357398875,Raw EEGNet-like CNN,outputs\results\raw_eegnetlike_loso_nvalsubj1_2026-05-24_141243
6,368,368,315,5,0.6513344690516751,0.5929648280143738,0.7177653312683105,0.5759162303664922,0.5826086956521739,0.67,0.6232558139534884,0.5706593406593407,Raw EEGNet-like CNN,outputs\results\raw_eegnetlike_loso_nvalsubj1_2026-05-24_141243
7,401,401,311,12,0.8153759820426487,0.7300000190734863,0.5582706332206726,0.5621301775147929,0.5471698113207547,0.3670886075949367,0.4393939393939394,0.5814345991561182,Raw EEGNet-like CNN,outputs\results\raw_eegnetlike_loso_nvalsubj1_2026-05-24_141243
8,421,421,444,2,0.6183685111237878,0.4950000047683716,0.6980212926864624,0.5757575757575758,0.5789473684210527,0.5555555555555556,0.5670103092783505,0.626670747882869,Raw EEGNet-like CNN,outputs\results\raw_eegnetlike_loso_nvalsubj1_2026-05-24_141243
9,444,444,342,3,0.6598290598290598,0.5408163070678711,0.72662752866745,0.515,0.5263157894736842,0.3,0.3821656050955414,0.5448999999999999,Raw EEGNet-like CNN,outputs\results\raw_eegnetlike_loso_nvalsubj1_2026-05-24_141243
10,463,463,999,2,0.6087949743003997,0.6700000166893005,0.6368776559829712,0.52,0.5144927536231884,0.71,0.5966386554621849,0.5265,Raw EEGNet-like CNN,outputs\results\raw_eegnetlike_loso_nvalsubj1_2026-05-24_141243
11,999,999,421,5,0.6919566457501426,0.6414141654968262,0.6222466230392456,0.595,0.5826086956521739,0.67,0.6232558139534884,0.6396000000000001,Raw EEGNet-like CNN,outputs\results\raw_eegnetlike_loso_nvalsubj1_2026-05-24_141243
1,311,311,401,1,0.5662177328843996,0.5621301531791687,0.6380343437194824,0.925,0.897196261682243,0.96,0.927536231884058,0.984,Features1D CNN,outputs\results\features1d_cnn_loso_nvalsubj1_2026-05-24_151743
2,315,315,421,1,0.6431014823261118,0.5151515007019043,2.0333123207092285,0.4170854271356783,0.3265306122448979,0.1616161616161616,0.2162162162162162,0.2592929292929293,Features1D CNN,outputs\results\features1d_cnn_loso_nvalsubj1_2026-05-24_151743
3,340,340,999,1,0.6145059965733867,0.5649999976158142,0.7461408972740173,0.69,1.0,0.38,0.5507246376811594,0.8631,Features1D CNN,outputs\results\features1d_cnn_loso_nvalsubj1_2026-05-24_151743
4,342,342,401,1,0.6438969764837627,0.7041420340538025,0.5754331350326538,0.5102040816326531,0.5102040816326531,1.0,0.6756756756756757,0.3619791666666666,Features1D CNN,outputs\results\features1d_cnn_loso_nvalsubj1_2026-05-24_151743
5,346,346,311,21,0.9794637763833428,0.9950000047683716,0.0326560400426387,0.303030303030303,0.3426573426573426,0.5268817204301075,0.4152542372881356,0.2005120327700972,Features1D CNN,outputs\results\features1d_cnn_loso_nvalsubj1_2026-05-24_151743
6,368,368,315,1,0.5763770584894946,0.4824120700359344,0.8511973023414612,0.8534031413612565,0.7950819672131147,0.97,0.8738738738738738,0.9454945054945054,Features1D CNN,outputs\results\features1d_cnn_loso_nvalsubj1_2026-05-24_151743
7,401,401,311,21,0.952300785634119,0.8849999904632568,0.2239827662706375,0.621301775147929,0.7777777777777778,0.2658227848101265,0.3962264150943396,0.7125175808720113,Features1D CNN,outputs\results\features1d_cnn_loso_nvalsubj1_2026-05-24_151743
8,421,421,444,3,0.804905875641757,0.7200000286102295,0.5308563709259033,0.601010101010101,0.8125,0.2626262626262626,0.3969465648854962,0.6565656565656566,Features1D CNN,outputs\results\features1d_cnn_loso_nvalsubj1_2026-05-24_151743
9,444,444,342,1,0.6501424501424501,0.4948979616165161,1.1699118614196775,0.515,0.5076142131979695,1.0,0.6734006734006734,0.9175,Features1D CNN,outputs\results\features1d_cnn_loso_nvalsubj1_2026-05-24_151743
10,463,463,999,1,0.6487721302113079,0.5799999833106995,0.8058991432189941,0.48,0.4887640449438202,0.87,0.6258992805755396,0.4432,Features1D CNN,outputs\results\features1d_cnn_loso_nvalsubj1_2026-05-24_151743
11,999,999,421,2,0.7472903593839133,0.6464646458625793,0.7361754775047302,0.595,0.7878787878787878,0.26,0.3909774436090225,0.5841000000000001,Features1D CNN,outputs\results\features1d_cnn_loso_nvalsubj1_2026-05-24_151743
1,311,311,401,10,0.9848484848484848,0.7041420340538025,0.7913417220115662,0.885,0.9753086419753086,0.79,0.8729281767955801,0.9878,Features2D CNN,outputs\results\features2d_cnn_loso_nvalsubj1_2026-05-24_151845
2,315,315,421,24,0.9863169897377424,0.5353535413742065,2.305922746658325,0.6633165829145728,0.626984126984127,0.797979797979798,0.7022222222222222,0.7557575757575759,Features2D CNN,outputs\results\features2d_cnn_loso_nvalsubj1_2026-05-24_151845
3,340,340,999,1,0.6773272415762421,0.5899999737739563,0.8294023275375366,0.74,0.8076923076923077,0.63,0.7078651685393258,0.8364,Features2D CNN,outputs\results\features2d_cnn_loso_nvalsubj1_2026-05-24_151845
