fold,test_subject,test_subjects,val_subjects,best_epoch,best_train_acc,best_val_acc,best_val_loss,epoch_accuracy,epoch_precision,epoch_recall,epoch_f1,epoch_roc_auc
1,311,311,401,1,0.5375982042648709,0.5739644765853882,0.6593391299247742,0.92,0.9468085106382979,0.89,0.9175257731958762,0.9772
2,315,315,421,1,0.6191562143671607,0.5505050420761108,0.6939647793769836,0.4371859296482412,0.44036697247706424,0.48484848484848486,0.46153846153846156,0.40484848484848485
3,340,340,999,1,0.5802398629354655,0.4350000023841858,0.7302877306938171,0.73,0.896551724137931,0.52,0.6582278481012658,0.8493
4,342,342,401,1,0.5313549832026876,0.5621301531791687,0.6716476082801819,0.39285714285714285,0.22857142857142856,0.08,0.11851851851851852,0.3167708333333333
5,346,346,311,72,0.9657729606389047,0.9800000190734863,0.19987747073173523,0.3434343434343434,0.36496350364963503,0.5376344086021505,0.43478260869565216,0.23072196620583715
6,368,368,315,3,0.5752413401476434,0.5276381969451904,0.7250131368637085,0.93717277486911,0.9074074074074074,0.98,0.9423076923076923,0.9824175824175824
7,401,401,311,353,0.8063973063973064,0.9549999833106995,0.2619020342826843,0.5857988165680473,1.0,0.11392405063291139,0.20454545454545456,0.8334739803094233
8,421,421,444,336,0.9526525955504849,0.8450000286102295,0.407351016998291,0.51010101010101,1.0,0.020202020202020204,0.039603960396039604,0.6709519436792164
9,444,444,342,1,0.5122507122507123,0.47959184646606445,0.7046904563903809,0.395,0.1111111111111111,0.03,0.047244094488188976,0.18300000000000002
10,463,463,999,1,0.6664762992575671,0.5550000071525574,0.7522311210632324,0.405,0.424,0.53,0.4711111111111111,0.36719999999999997
11,999,999,421,41,0.7387335995436395,0.6010100841522217,0.6792916059494019,0.45,0.4358974358974359,0.34,0.38202247191011235,0.41419999999999996
