fold,test_subject,test_subjects,val_subjects,best_epoch,best_train_acc,best_val_acc,best_val_loss,epoch_accuracy,epoch_precision,epoch_recall,epoch_f1,epoch_roc_auc
1,311,311,401,4,0.6621773288439955,0.5917159914970398,0.6534998416900635,0.88,0.8518518518518519,0.92,0.8846153846153846,0.9501999999999999
2,315,315,421,1,0.5359179019384265,0.5252525210380554,0.7000553607940674,0.5025125628140703,0.5,0.7777777777777778,0.6086956521739131,0.5970707070707071
3,340,340,999,3,0.6402055968018275,0.550000011920929,0.6911729574203491,0.65,0.65625,0.63,0.6428571428571429,0.6983
4,342,342,401,4,0.6802911534154535,0.5798816680908203,0.6782046556472778,0.4744897959183674,0.4854368932038835,0.5,0.49261083743842365,0.48791666666666667
5,346,346,311,96,0.9486594409583571,0.9850000143051147,0.046018969267606735,0.2222222222222222,0.2925170068027211,0.46236559139784944,0.35833333333333334,0.07547363031233997
6,368,368,315,1,0.514480408858603,0.4070351719856262,0.7859983444213867,0.8586387434554974,0.811965811965812,0.95,0.8755760368663594,0.9372527472527471
7,401,401,311,98,0.9292929292929293,0.9399999976158142,0.16109798848628998,0.5266272189349113,0.0,0.0,0.0,0.6569620253164556
8,421,421,444,30,0.8836280661722761,0.6899999976158142,0.5818764567375183,0.6515151515151515,0.8571428571428571,0.36363636363636365,0.5106382978723404,0.7560453014998471
9,444,444,342,1,0.543019943019943,0.4693877696990967,0.6951331496238708,0.66,0.635593220338983,0.75,0.6880733944954128,0.708
10,463,463,999,1,0.5408338092518561,0.5049999952316284,0.6947985887527466,0.595,0.5605095541401274,0.88,0.6848249027237354,0.5486000000000001
11,999,999,421,5,0.6845407872219053,0.6666666865348816,0.5979357957839966,0.515,0.5168539325842697,0.46,0.48677248677248675,0.5032000000000001
