fold,test_subject,test_subjects,val_subjects,best_epoch,best_train_acc,best_val_acc,best_val_loss,epoch_accuracy,epoch_precision,epoch_recall,epoch_f1,epoch_roc_auc
1,311,311,401,230,0.7631874298540965,0.6449704170227051,0.6298025846481323,0.715,0.6503496503496503,0.93,0.7654320987654321,0.8565
2,315,315,421,34,0.6237172177879133,0.5707070827484131,0.6858913898468018,0.4723618090452261,0.4807692307692308,0.7575757575757576,0.5882352941176471,0.49818181818181817
3,340,340,999,11,0.6750428326670475,0.6299999952316284,0.6293776631355286,0.485,0.48739495798319327,0.58,0.5296803652968036,0.4331
4,342,342,401,6,0.5677491601343785,0.526627242565155,0.6732813715934753,0.5714285714285714,0.5689655172413793,0.66,0.6111111111111112,0.5825
5,346,346,311,125,0.9121505989731888,0.7200000286102295,0.6233237981796265,0.3484848484848485,0.3953488372093023,0.7311827956989247,0.5132075471698113,0.17644649257552483
6,368,368,315,2,0.501419647927314,0.48241207003593445,0.6977349519729614,0.4869109947643979,0.5089285714285714,0.57,0.5377358490566038,0.4412087912087912
7,401,401,311,497,0.808641975308642,0.7599999904632568,0.46046140789985657,0.6390532544378699,0.6956521739130435,0.4050632911392405,0.512,0.7023909985935303
8,421,421,444,221,0.7809469480889903,0.6299999952316284,0.6285445690155029,0.5252525252525253,0.7777777777777778,0.0707070707070707,0.12962962962962962,0.5905519844913785
9,444,444,342,20,0.6096866096866097,0.5408163070678711,0.6944646835327148,0.595,0.5714285714285714,0.76,0.6523605150214592,0.5954
10,463,463,999,59,0.7173043974871502,0.5249999761581421,0.6878026127815247,0.53,0.5185185185185185,0.84,0.6412213740458015,0.5440999999999999
11,999,999,421,73,0.6565887050770108,0.5959596037864685,0.6726433038711548,0.415,0.4413793103448276,0.64,0.5224489795918368,0.4504
