fold,test_subject,test_subjects,val_subjects,best_epoch,best_train_acc,best_val_acc,best_val_loss,epoch_accuracy,epoch_precision,epoch_recall,epoch_f1,epoch_roc_auc
1,311,311,401,44,0.6374859708193041,0.6153846383094788,0.670514702796936,0.585,0.562962962962963,0.76,0.6468085106382979,0.6376
2,315,315,421,20,0.5917901938426454,0.5555555820465088,0.6839994192123413,0.47738693467336685,0.4840764331210191,0.7676767676767676,0.59375,0.44878787878787885
3,340,340,999,13,0.6727584237578527,0.6499999761581421,0.6386910080909729,0.465,0.47058823529411764,0.56,0.5114155251141552,0.428
4,342,342,401,6,0.56494960806271,0.5857987999916077,0.6749976277351379,0.5663265306122449,0.5728155339805825,0.59,0.5812807881773399,0.5701041666666666
5,346,346,311,31,0.7826583000570451,0.6399999856948853,0.6493672132492065,0.5151515151515151,0.49162011173184356,0.946236559139785,0.6470588235294118,0.5609831029185868
6,368,368,315,25,0.5735377626348666,0.552763819694519,0.700166642665863,0.6544502617801047,0.67,0.67,0.67,0.7007692307692307
7,401,401,311,88,0.6778900112233446,0.5950000286102295,0.6548866033554077,0.6035502958579881,0.5625,0.6835443037974683,0.6171428571428571,0.6700421940928271
8,421,421,444,99,0.6942384483742157,0.6299999952316284,0.6427049040794373,0.5151515151515151,0.5555555555555556,0.15151515151515152,0.23809523809523808,0.6152433425160698
9,444,444,342,27,0.6484330484330484,0.5051020383834839,0.6929507851600647,0.465,0.4631578947368421,0.44,0.4512820512820513,0.5073000000000001
10,463,463,999,58,0.7344374643061108,0.6349999904632568,0.6519105434417725,0.54,0.5210526315789473,0.99,0.6827586206896552,0.665
11,999,999,421,98,0.6543069024529378,0.5959596037864685,0.6652659177780151,0.44,0.4634146341463415,0.76,0.5757575757575758,0.4486
