fold,test_subject,test_subjects,val_subjects,best_epoch,best_train_acc,best_val_acc,best_val_loss,epoch_accuracy,epoch_precision,epoch_recall,epoch_f1,epoch_roc_auc
1,315_999,"315,999",368,34,0.8238308776425368,0.963350772857666,0.1159915030002594,0.43358395989974935,0.4474708171206226,0.5778894472361809,0.5043859649122807,0.4328391959798995
2,421_463,"421,463",401,1,0.6136363636363636,0.5325443744659424,0.724472165107727,0.4648241206030151,0.44696969696969696,0.2964824120603015,0.3564954682779456,0.5540264134744072
3,346_444,"346,444",999,1,0.5820991629104958,0.39500001072883606,0.7489171028137207,0.5326633165829145,0.5104477611940299,0.8860103626943006,0.6477272727272727,0.741994186781246
4,311_342,"311,342",401,45,0.8865069356872636,0.6804733872413635,0.6044049263000488,0.7171717171717171,0.6560283687943262,0.925,0.7676348547717843,0.5268112244897959
5,340_368_401,"340,368,401",311,90,0.9122933141624731,0.8500000238418579,0.38042914867401123,0.5285714285714286,0.5186104218362283,0.7491039426523297,0.6129032258064516,0.5762701054860393
