fold,test_subject,test_subjects,val_subjects,best_epoch,best_train_acc,best_val_acc,best_val_loss,epoch_accuracy,epoch_precision,epoch_recall,epoch_f1,epoch_roc_auc
1,311,311,"421,368",22,0.70550576184379,0.7326478362083435,0.5528692603111267,0.905,0.9175257731958762,0.89,0.9035532994923858,0.9811
2,315,315,"421,340",1,0.6093951093951094,0.6130653023719788,0.6972362399101257,0.40703517587939697,0.3442622950819672,0.21212121212121213,0.2625,0.3203030303030303
3,340,340,"463,401",1,0.5480404551201011,0.5230352282524109,0.6814041137695312,0.72,0.9230769230769231,0.48,0.631578947368421,0.8395
4,342,342,"999,368",138,0.8369565217391305,0.7058823704719543,0.5639311671257019,0.5102040816326531,0.5102040816326531,1.0,0.6756756756756757,0.10874999999999997
5,346,346,"311,444",69,0.9626529298132647,0.824999988079071,0.39706188440322876,0.30303030303030304,0.3381294964028777,0.5053763440860215,0.4051724137931034,0.1830005120327701
6,368,368,"342,315",1,0.5156549520766773,0.47088608145713806,0.7237621545791626,0.9476439790575916,0.96875,0.93,0.9489795918367347,0.9687912087912088
7,401,401,"311,342",6,0.6046658259773013,0.6010100841522217,0.6752563714981079,0.5443786982248521,1.0,0.02531645569620253,0.04938271604938271,0.7645569620253164
8,421,421,"444,999",21,0.8300064391500322,0.6399999856948853,0.669707715511322,0.5151515151515151,1.0,0.030303030303030304,0.058823529411764705,0.659218447097235
9,444,444,"342,999",1,0.4790996784565916,0.46717172861099243,0.7055437564849854,0.295,0.023255813953488372,0.01,0.013986013986013986,0.1277
10,463,463,"401,444",1,0.6618204804045512,0.5501354932785034,0.6713076829910278,0.42,0.44805194805194803,0.69,0.5433070866141733,0.3328000000000001
11,999,999,"401,311",47,0.7174462705436156,0.6910569071769714,0.5934327840805054,0.52,0.5526315789473685,0.21,0.30434782608695654,0.42949999999999994
