fold,test_subject,test_subjects,val_subjects,best_epoch,best_train_acc,best_val_acc,best_val_loss,epoch_accuracy,epoch_precision,epoch_recall,epoch_f1,epoch_roc_auc,model_name,result_dir
11,999,999,"401,311",412,0.7724399494310998,0.7046070694923401,0.5652387142181396,0.555,0.5846153846153846,0.38,0.4606060606060606,0.5732999999999999,Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\raw_eegnetlike
1,311,311,"421,368",105,0.6248399487836107,0.6658097505569458,0.6384947299957275,0.715,0.8771929824561403,0.5,0.6369426751592356,0.9219,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\features1d_cnn
2,315,315,"421,340",1,0.5617760617760618,0.5175879597663879,0.7260050177574158,0.3517587939698492,0.4,0.6060606060606061,0.4819277108433735,0.2769696969696969,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\features1d_cnn
3,340,340,"463,401",21,0.6276864728192162,0.56639564037323,0.6711652874946594,0.65,1.0,0.3,0.4615384615384615,0.8484999999999998,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\features1d_cnn
4,342,342,"999,368",115,0.6822250639386189,0.6751918196678162,0.634357213973999,0.4693877551020408,0.4893617021276595,0.92,0.6388888888888888,0.2369791666666666,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\features1d_cnn
5,346,346,"311,444",34,0.7643271088216356,0.7875000238418579,0.5296906232833862,0.3737373737373737,0.4093567251461988,0.7526881720430108,0.5303030303030303,0.179621095750128,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\features1d_cnn
6,368,368,"342,315",4,0.4856230031948881,0.4886075854301452,0.7091445922851562,0.5078534031413613,0.5159574468085106,0.97,0.6736111111111112,0.156043956043956,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\features1d_cnn
7,401,401,"311,342",13,0.6090794451450189,0.6843434572219849,0.6747227907180786,0.6449704142011834,0.8064516129032258,0.3164556962025316,0.4545454545454545,0.771026722925457,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\features1d_cnn
8,421,421,"444,999",1,0.5492594977462975,0.625,0.6677467226982117,0.5707070707070707,0.6666666666666666,0.2828282828282828,0.3971631205673759,0.5639220487705336,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\features1d_cnn
9,444,444,"342,999",9,0.52475884244373,0.502525269985199,0.7296580076217651,0.51,0.5050505050505051,1.0,0.6711409395973155,0.6624,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\features1d_cnn
10,463,463,"401,444",46,0.6934260429835651,0.6747967600822449,0.6132323741912842,0.44,0.4571428571428571,0.64,0.5333333333333333,0.3538,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\features1d_cnn
11,999,999,"401,311",115,0.8457648546144121,0.8292682766914368,0.4436196684837341,0.495,0.0,0.0,0.0,0.5163,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\features1d_cnn
1,311,311,"421,368",22,0.70550576184379,0.7326478362083435,0.5528692603111267,0.905,0.9175257731958762,0.89,0.9035532994923858,0.9811,Features2D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\features2d_cnn
2,315,315,"421,340",5,0.703989703989704,0.6407034993171692,0.7118591070175171,0.3366834170854271,0.3539823008849557,0.404040404040404,0.3773584905660377,0.277979797979798,Features2D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\features2d_cnn
3,340,340,"463,401",1,0.5739570164348925,0.5284552574157715,0.6978029012680054,0.78,0.7692307692307693,0.8,0.7843137254901961,0.849,Features2D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\features2d_cnn
4,342,342,"999,368",22,0.7225063938618926,0.695652186870575,0.5852205753326416,0.4030612244897959,0.4508670520231214,0.78,0.5714285714285714,0.1432291666666666,Features2D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\features2d_cnn
5,346,346,"311,444",278,0.9884095299420476,0.8675000071525574,0.3581318855285644,0.3282828282828283,0.3795180722891566,0.6774193548387096,0.4864864864864865,0.1637480798771121,Features2D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\features2d_cnn
6,368,368,"342,315",1,0.5424920127795527,0.4177215099334717,0.7488785982131958,0.8795811518324608,0.8235294117647058,0.98,0.8949771689497716,0.9804395604395604,Features2D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\features2d_cnn
7,401,401,"311,342",8,0.6128625472887768,0.5631313323974609,0.6707167625427246,0.5325443786982249,0.5,0.0126582278481012,0.0246913580246913,0.7524613220815752,Features2D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\features2d_cnn
8,421,421,"444,999",22,0.8596265292981327,0.7024999856948853,0.6565819978713989,0.5303030303030303,1.0,0.0606060606060606,0.1142857142857142,0.8101214161820223,Features2D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\features2d_cnn
9,444,444,"342,999",1,0.509967845659164,0.4141414165496826,0.7113935947418213,0.2,0.1341463414634146,0.11,0.1208791208791208,0.1658,Features2D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\features2d_cnn
10,463,463,"401,444",4,0.7787610619469026,0.577235758304596,0.7427504062652588,0.35,0.3469387755102041,0.34,0.3434343434343434,0.2524,Features2D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\features2d_cnn
11,999,999,"401,311",73,0.7262958280657396,0.7425474524497986,0.5346131324768066,0.47,0.4558823529411764,0.31,0.369047619047619,0.4189,Features2D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\features2d_cnn
1,311,311,"421,368",91,0.6370038412291933,0.6760925650596619,0.6213083267211914,0.685,0.6761904761904762,0.71,0.6926829268292682,0.7571,Hybrid Raw + Features CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\hybrid_cnn
2,315,315,"421,340",10,0.6093951093951094,0.6055276393890381,0.6630988121032715,0.4371859296482412,0.4619883040935672,0.797979797979798,0.5851851851851851,0.3738383838383838,Hybrid Raw + Features CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\hybrid_cnn
3,340,340,"463,401",62,0.7174462705436156,0.6043360233306885,0.6616364121437073,0.565,0.6101694915254238,0.36,0.4528301886792453,0.6282,Hybrid Raw + Features CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\hybrid_cnn
4,342,342,"999,368",37,0.7103580562659847,0.6803069114685059,0.6054302453994751,0.5255102040816326,0.5267175572519084,0.69,0.5974025974025974,0.4903125,Hybrid Raw + Features CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\hybrid_cnn
5,346,346,"311,444",115,0.8145524790727624,0.7975000143051147,0.5091857314109802,0.4141414141414141,0.4303030303030303,0.7634408602150538,0.5503875968992248,0.3266769073220686,Hybrid Raw + Features CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\hybrid_cnn
6,368,368,"342,315",2,0.5092651757188499,0.4962025284767151,0.6955336332321167,0.4921465968586387,0.8,0.04,0.0761904761904762,0.7035164835164835,Hybrid Raw + Features CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\hybrid_cnn
7,401,401,"311,342",10,0.6418663303909206,0.6590909361839294,0.6682615876197815,0.6568047337278107,0.6721311475409836,0.5189873417721519,0.5857142857142857,0.7022503516174402,Hybrid Raw + Features CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\hybrid_cnn
8,421,421,"444,999",302,0.7842884739214424,0.6449999809265137,0.6364702582359314,0.696969696969697,0.8679245283018868,0.4646464646464646,0.6052631578947368,0.7877767574737272,Hybrid Raw + Features CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\hybrid_cnn
9,444,444,"342,999",3,0.5279742765273312,0.4772727191448211,0.7086406946182251,0.535,0.5181347150259067,1.0,0.6825938566552902,0.7572,Hybrid Raw + Features CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\hybrid_cnn
10,463,463,"401,444",8,0.7623261694058154,0.6585366129875183,0.6053073406219482,0.54,0.527027027027027,0.78,0.6290322580645161,0.4846,Hybrid Raw + Features CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\hybrid_cnn
11,999,999,"401,311",114,0.8900126422250316,0.8184281587600708,0.4223496317863464,0.51,0.75,0.03,0.0576923076923076,0.6383000000000001,Hybrid Raw + Features CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-08-01_104659_LOSO_nvalsubj2\results\hybrid_cnn
