fold,test_subject,test_subjects,val_subjects,best_epoch,best_train_acc,best_val_acc,best_val_loss,epoch_accuracy,epoch_precision,epoch_recall,epoch_f1,epoch_roc_auc
1,311,311,401,1,0.5662177328843996,0.5621301531791687,0.6380343437194824,0.925,0.897196261682243,0.96,0.927536231884058,0.984
2,315,315,421,1,0.6431014823261118,0.5151515007019043,2.0333123207092285,0.41708542713567837,0.32653061224489793,0.16161616161616163,0.21621621621621623,0.2592929292929293
3,340,340,999,1,0.6145059965733867,0.5649999976158142,0.7461408972740173,0.69,1.0,0.38,0.5507246376811594,0.8631
4,342,342,401,1,0.6438969764837627,0.7041420340538025,0.5754331350326538,0.5102040816326531,0.5102040816326531,1.0,0.6756756756756757,0.36197916666666663
5,346,346,311,21,0.9794637763833428,0.9950000047683716,0.03265604004263878,0.30303030303030304,0.34265734265734266,0.5268817204301075,0.4152542372881356,0.20051203277009727
6,368,368,315,1,0.5763770584894946,0.48241207003593445,0.8511973023414612,0.8534031413612565,0.7950819672131147,0.97,0.8738738738738738,0.9454945054945054
7,401,401,311,21,0.952300785634119,0.8849999904632568,0.2239827662706375,0.621301775147929,0.7777777777777778,0.26582278481012656,0.39622641509433965,0.7125175808720113
8,421,421,444,3,0.804905875641757,0.7200000286102295,0.5308563709259033,0.601010101010101,0.8125,0.26262626262626265,0.3969465648854962,0.6565656565656566
9,444,444,342,1,0.6501424501424501,0.4948979616165161,1.1699118614196777,0.515,0.5076142131979695,1.0,0.6734006734006734,0.9175000000000001
10,463,463,999,1,0.6487721302113079,0.5799999833106995,0.8058991432189941,0.48,0.4887640449438202,0.87,0.6258992805755396,0.4432
11,999,999,421,2,0.7472903593839133,0.6464646458625793,0.7361754775047302,0.595,0.7878787878787878,0.26,0.39097744360902253,0.5841000000000001
