stage,command,status,return_code,start_datetime,end_datetime,duration_seconds,duration_minutes
Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\.venv\Scripts\python.exe src/train_eval/run_cnn_eegnetlike.py,SUCCESS,0,2026-09-01 21:26:58,2026-09-01 22:25:43,3524.304234399926,58.73840390666543
Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\.venv\Scripts\python.exe src/train_eval/run_cnn_features1d.py,SUCCESS,0,2026-09-01 22:25:43,2026-09-01 22:26:33,50.26539189997129,0.8377565316661882
Features2D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\.venv\Scripts\python.exe src/train_eval/run_cnn_features2d.py,SUCCESS,0,2026-09-01 22:26:33,2026-09-01 22:27:51,77.72060190001503,1.2953433650002504
Hybrid Raw + Features CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\.venv\Scripts\python.exe src/train_eval/run_cnn_hybrid.py,SUCCESS,0,2026-09-01 22:27:51,2026-09-01 23:38:33,4242.597125200089,70.70995208666815
Model comparison analysis,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\.venv\Scripts\python.exe src/train_eval/analyze_model_results.py,SUCCESS,0,2026-09-01 23:38:33,2026-09-01 23:38:35,1.8595765000209212,0.030992941667015352
Statistical tests,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\.venv\Scripts\python.exe src/train_eval/run_statistical_tests.py,SUCCESS,0,2026-09-01 23:38:35,2026-09-01 23:38:39,3.3769123998936266,0.05628187333156044
