fold,test_subject,test_subjects,val_subjects,best_epoch,best_train_acc,best_val_acc,best_val_loss,epoch_accuracy,epoch_precision,epoch_recall,epoch_f1,epoch_roc_auc
1,311,311,401,1,0.5650953984287318,0.5621301531791687,0.6931465864181519,0.595,0.5655172413793104,0.82,0.6693877551020408,0.5835
2,315,315,421,7,0.725769669327252,0.6111111044883728,0.6610416173934937,0.5276381909547738,0.5182481751824818,0.7171717171717171,0.6016949152542372,0.516969696969697
3,340,340,999,2,0.6424900057110223,0.6200000047683716,0.6679956912994385,0.455,0.4444444444444444,0.36,0.39779005524861877,0.46680000000000005
4,342,342,401,1,0.5615901455767077,0.4674556255340576,0.7408411502838135,0.5408163265306123,0.5409836065573771,0.66,0.5945945945945946,0.5433333333333334
5,346,346,311,2,0.6286366229321164,0.5950000286102295,0.6776933073997498,0.5808080808080808,0.5352112676056338,0.8172043010752689,0.6468085106382979,0.6838709677419355
6,368,368,315,1,0.5394662123793299,0.5226130485534668,0.8210290670394897,0.6910994764397905,0.6518518518518519,0.88,0.7489361702127659,0.6971428571428572
7,401,401,311,14,0.7794612794612794,0.6850000023841858,0.6103418469429016,0.5266272189349113,0.49019607843137253,0.31645569620253167,0.38461538461538464,0.6
8,421,421,444,7,0.6988020536223617,0.550000011920929,0.6772409677505493,0.5808080808080808,0.5701754385964912,0.6565656565656566,0.6103286384976526,0.6577900214263852
9,444,444,342,3,0.6478632478632479,0.5918367505073547,0.6710439324378967,0.525,0.5423728813559322,0.32,0.4025157232704403,0.6379
10,463,463,999,3,0.6567675613934895,0.5699999928474426,0.6516080498695374,0.57,0.5492957746478874,0.78,0.6446280991735537,0.5683
11,999,999,421,11,0.764403879064461,0.631313145160675,0.63972008228302,0.605,0.6179775280898876,0.55,0.582010582010582,0.6382
