fold,test_subject,test_subjects,val_subjects,best_epoch,best_train_acc,best_val_acc,best_val_loss,epoch_accuracy,epoch_precision,epoch_recall,epoch_f1,epoch_roc_auc,model_name,result_dir
1,311,311,"421,368",100,0.6606914212548015,0.6246786713600159,0.64618980884552,0.585,0.5586206896551724,0.81,0.6612244897959184,0.6343,Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-30_170024_LOSO_nvalsubj2\results\raw_eegnetlike
2,315,315,"421,340",18,0.5933075933075933,0.5753768682479858,0.7182102799415588,0.457286432160804,0.4739884393063583,0.8282828282828283,0.6029411764705882,0.4526262626262626,Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-30_170024_LOSO_nvalsubj2\results\raw_eegnetlike
3,340,340,"463,401",6,0.6352718078381795,0.577235758304596,0.6756082773208618,0.455,0.4680851063829787,0.66,0.5477178423236515,0.3917,Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-30_170024_LOSO_nvalsubj2\results\raw_eegnetlike
4,342,342,"999,368",96,0.7333759590792839,0.6521739363670349,0.6138231158256531,0.6122448979591837,0.6111111111111112,0.66,0.6346153846153846,0.6291666666666667,Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-30_170024_LOSO_nvalsubj2\results\raw_eegnetlike
5,346,346,"311,444",4,0.6149388280746941,0.5425000190734863,0.69260174036026,0.5505050505050505,0.5133333333333333,0.8279569892473119,0.6337448559670782,0.6078853046594982,Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-30_170024_LOSO_nvalsubj2\results\raw_eegnetlike
6,368,368,"342,315",1,0.5099041533546326,0.4658227860927582,0.7512162327766418,0.4921465968586387,0.5148514851485149,0.52,0.5174129353233831,0.439010989010989,Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-30_170024_LOSO_nvalsubj2\results\raw_eegnetlike
7,401,401,"311,342",72,0.6626733921815889,0.5656565427780151,0.6798201203346252,0.5443786982248521,0.5142857142857142,0.4556962025316455,0.4832214765100671,0.5970464135021099,Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-30_170024_LOSO_nvalsubj2\results\raw_eegnetlike
8,421,421,"444,999",67,0.6439150032195751,0.6025000214576721,0.6554629802703857,0.6313131313131313,0.696969696969697,0.4646464646464646,0.5575757575757576,0.6473829201101928,Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-30_170024_LOSO_nvalsubj2\results\raw_eegnetlike
9,444,444,"342,999",51,0.690032154340836,0.5631313323974609,0.6804319620132446,0.635,0.6046511627906976,0.78,0.6812227074235808,0.6606,Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-30_170024_LOSO_nvalsubj2\results\raw_eegnetlike
10,463,463,"401,444",15,0.5960809102402023,0.5230352282524109,0.6902737617492676,0.56,0.5405405405405406,0.8,0.6451612903225806,0.5989,Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-30_170024_LOSO_nvalsubj2\results\raw_eegnetlike
11,999,999,"401,311",97,0.5935524652338812,0.56639564037323,0.6901019811630249,0.47,0.48125,0.77,0.5923076923076923,0.4409,Raw EEGNet-like CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-30_170024_LOSO_nvalsubj2\results\raw_eegnetlike
1,311,311,"421,368",91,0.6094750320102432,0.673521876335144,0.6392582654953003,0.715,0.8771929824561403,0.5,0.6369426751592356,0.915,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-30_170024_LOSO_nvalsubj2\results\features1d_cnn
2,315,315,"421,340",1,0.5785070785070785,0.5929648280143738,0.7045364379882812,0.3165829145728643,0.3758389261744966,0.5656565656565656,0.4516129032258064,0.2354545454545454,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-30_170024_LOSO_nvalsubj2\results\features1d_cnn
3,340,340,"463,401",18,0.572692793931732,0.5176151990890503,0.6873461604118347,0.715,1.0,0.43,0.6013986013986014,0.8461000000000001,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-30_170024_LOSO_nvalsubj2\results\features1d_cnn
4,342,342,"999,368",99,0.5952685421994884,0.6419437527656555,0.6420364379882812,0.3316326530612244,0.3868613138686131,0.53,0.4472573839662447,0.2177083333333333,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-30_170024_LOSO_nvalsubj2\results\features1d_cnn
5,346,346,"311,444",32,0.7546683837733419,0.7749999761581421,0.5509575605392456,0.3585858585858585,0.4022988505747126,0.7526881720430108,0.5243445692883895,0.1004608294930875,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-30_170024_LOSO_nvalsubj2\results\features1d_cnn
6,368,368,"342,315",1,0.5054313099041533,0.5164557099342346,0.7269060611724854,0.3926701570680628,0.2142857142857142,0.06,0.09375,0.344065934065934,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-30_170024_LOSO_nvalsubj2\results\features1d_cnn
7,401,401,"311,342",14,0.6254728877679697,0.7095959782600403,0.6636662483215332,0.6923076923076923,0.7454545454545455,0.5189873417721519,0.6119402985074627,0.7881856540084389,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-30_170024_LOSO_nvalsubj2\results\features1d_cnn
8,421,421,"444,999",38,0.7772054088860271,0.6399999856948853,0.6703286170959473,0.6313131313131313,0.9642857142857144,0.2727272727272727,0.4251968503937008,0.8242016120804,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-30_170024_LOSO_nvalsubj2\results\features1d_cnn
9,444,444,"342,999",4,0.5196141479099678,0.439393937587738,0.7115779519081116,0.64,0.6166666666666667,0.74,0.6727272727272727,0.6282000000000001,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-30_170024_LOSO_nvalsubj2\results\features1d_cnn
10,463,463,"401,444",32,0.7187104930467763,0.6775068044662476,0.5995902419090271,0.435,0.4518518518518518,0.61,0.5191489361702127,0.3848,Features1D CNN,C:\Users\janre\PycharmProjects\eeg-caffeine-input-representation-cnn\outputs\experiments\2026-07-30_170024_LOSO_nvalsubj2\results\features1d_cnn
